occurrence,module,functionBoundaryOwner,line,column,snippet
113,04-education-daily-quiz.js,runEducationGame,737,186,"const options=q.kind==='sequence'?`<div class=""sequence-built"" id=""sequenceBuilt"">${sequence.join('')||'Toque nas sílabas'}</div><div class=""sequence-options"">${q.tokens.map((t,i)=>`<button data-sequence-token=""${i}"">${t}</button>`).join('')}</div><div class=""sequence-actions""><button data-sequence-clear>Limpar</button><button class=""primary"" data-sequence-check>Confirmar</button></div>`:`<div class=""edu-options"">${q.options.map((opt,i)=>`<button data-edu-answer=""${escapeHtml(String(opt))}""><span>${String.fromCharCode(65+i)}</span>${escapeHtml(String(opt))}</button>`).join('')}</div>`;"
114,04-education-daily-quiz.js,runEducationGame,737,447,"const options=q.kind==='sequence'?`<div class=""sequence-built"" id=""sequenceBuilt"">${sequence.join('')||'Toque nas sílabas'}</div><div class=""sequence-options"">${q.tokens.map((t,i)=>`<button data-sequence-token=""${i}"">${t}</button>`).join('')}</div><div class=""sequence-actions""><button data-sequence-clear>Limpar</button><button class=""primary"" data-sequence-check>Confirmar</button></div>`:`<div class=""edu-options"">${q.options.map((opt,i)=>`<button data-edu-answer=""${escapeHtml(String(opt))}""><span>${String.fromCharCode(65+i)}</span>${escapeHtml(String(opt))}</button>`).join('')}</div>`;"
115,04-education-daily-quiz.js,runEducationGame,738,545,"openModal(multiplayer?`Duelo: ${def.title}`:`${def.title} • Nível ${level}`,`<div class=""lesson-hud""><b>❤️ ${hearts}</b><div><i style=""width:${progress}%""></i></div><b>${step+1}/${items.length}</b></div>${multiplayer?`<div class=""duel-opponent"">⚔️ contra <b>${escapeHtml(opponent)}</b></div>`:''}<div class=""edu-question"" style=""--edu:${def.color}""><small>${def.icon} ${def.title}</small><div class=""edu-visual"">${q.visual}</div><h3>${q.prompt}</h3>${speak}</div>${options}<div id=""eduFeedback"" class=""lesson-feedback"" hidden></div>`,root=>{"
116,04-education-daily-quiz.js,runEducationGame,739,37,"if(q.autoSpeak)setTimeout(()=>speakKidWord(q.speak),180);$('[data-edu-speak]',root)?.addEventListener('click',()=>speakKidWord(q.speak));"
117,04-education-daily-quiz.js,runEducationGame,739,121,"if(q.autoSpeak)setTimeout(()=>speakKidWord(q.speak),180);$('[data-edu-speak]',root)?.addEventListener('click',()=>speakKidWord(q.speak));"
118,04-education-daily-quiz.js,runEducationGame,740,49,"const resolveAnswer=(answer,button=null)=>{if(locked)return;locked=true;const correct=String(answer).toUpperCase()===String(q.answer).toUpperCase(),feedback=$('#eduFeedback',root);if(correct){score++;state.learning.totalCorrect++;button?.classList.add('correct');feedback.hidden=false;feedback.className='lesson-feedback good';feedback.innerHTML='<b>Correto!</b><span>Continue assim.</span>';beep(780,80);addXP(5);}else{hearts--;button?.classList.add('wrong');feedback.hidden=false;feedback.className='lesson-feedback bad';feedback.innerHTML=`<b>Quase!</b><span>Resposta: ${escapeHtml(q.displayAnswer||q.answer)}</span>`;beep(180,110,'sawtooth');}setTimeout(()=>{step++;sequence=[];locked=false;render();},780);};"
119,04-education-daily-quiz.js,runEducationGame,740,669,"const resolveAnswer=(answer,button=null)=>{if(locked)return;locked=true;const correct=String(answer).toUpperCase()===String(q.answer).toUpperCase(),feedback=$('#eduFeedback',root);if(correct){score++;state.learning.totalCorrect++;button?.classList.add('correct');feedback.hidden=false;feedback.className='lesson-feedback good';feedback.innerHTML='<b>Correto!</b><span>Continue assim.</span>';beep(780,80);addXP(5);}else{hearts--;button?.classList.add('wrong');feedback.hidden=false;feedback.className='lesson-feedback bad';feedback.innerHTML=`<b>Quase!</b><span>Resposta: ${escapeHtml(q.displayAnswer||q.answer)}</span>`;beep(180,110,'sawtooth');}setTimeout(()=>{step++;sequence=[];locked=false;render();},780);};"
120,04-education-daily-quiz.js,runEducationGame,741,49,"$$('[data-edu-answer]',root).forEach(btn=>btn.onclick=()=>resolveAnswer(btn.dataset.eduAnswer,btn));"
121,04-education-daily-quiz.js,runEducationGame,741,65,"$$('[data-edu-answer]',root).forEach(btn=>btn.onclick=()=>resolveAnswer(btn.dataset.eduAnswer,btn));"
122,04-education-daily-quiz.js,runEducationGame,742,53,"$$('[data-sequence-token]',root).forEach(btn=>btn.onclick=()=>{if(locked||btn.disabled)return;sequence.push(q.tokens[Number(btn.dataset.sequenceToken)]);btn.disabled=true;$('#sequenceBuilt',root).textContent=sequence.join('');});"
123,04-education-daily-quiz.js,runEducationGame,742,69,"$$('[data-sequence-token]',root).forEach(btn=>btn.onclick=()=>{if(locked||btn.disabled)return;sequence.push(q.tokens[Number(btn.dataset.sequenceToken)]);btn.disabled=true;$('#sequenceBuilt',root).textContent=sequence.join('');});"
124,04-education-daily-quiz.js,runEducationGame,743,69,"$('[data-sequence-clear]',root)?.addEventListener('click',()=>{sequence=[];render();});$('[data-sequence-check]',root)?.addEventListener('click',()=>resolveAnswer(sequence.join(''),$('[data-sequence-check]',root)));"
125,04-education-daily-quiz.js,runEducationGame,743,156,"$('[data-sequence-clear]',root)?.addEventListener('click',()=>{sequence=[];render();});$('[data-sequence-check]',root)?.addEventListener('click',()=>resolveAnswer(sequence.join(''),$('[data-sequence-check]',root)));"
126,04-education-daily-quiz.js,finishSoloEducationGame,748,1147,"function finishSoloEducationGame(result){const passed=result.score>=3,stars=passed?(result.score===result.total?3:result.score>=4?2:1):0,key=`${result.subject}-${result.level}`,old=subjectLevelRecord(result.subject,result.level);state.learning.lessons[key]={completed:old.completed||passed,stars:Math.max(old.stars||0,stars),best:Math.max(old.best||0,result.score),attempts:(old.attempts||0)+1};state.learning.lastLesson=key;state.learning.subjectXP[result.subject]=(state.learning.subjectXP[result.subject]||0)+result.score*10;if(passed){state.learning.crowns+=(old.completed?0:1);if(result.score===result.total)state.learning.perfectLessons++;const coins=30+stars*18;addCoins(coins);addXP(25+stars*12);awardMedal(result.score===result.total?`${EDUCATION_SUBJECTS[result.subject].title} Perfeito`:`Aluno ${EDUCATION_SUBJECTS[result.subject].title}`);saveState(true);openModal('Fase concluída!',`<div class=""lesson-result""><div>${result.score===result.total?'🏆':'🎉'}</div><h3>${result.score}/${result"
127,04-education-daily-quiz.js,finishSoloEducationGame,748,1189,"function finishSoloEducationGame(result){const passed=result.score>=3,stars=passed?(result.score===result.total?3:result.score>=4?2:1):0,key=`${result.subject}-${result.level}`,old=subjectLevelRecord(result.subject,result.level);state.learning.lessons[key]={completed:old.completed||passed,stars:Math.max(old.stars||0,stars),best:Math.max(old.best||0,result.score),attempts:(old.attempts||0)+1};state.learning.lastLesson=key;state.learning.subjectXP[result.subject]=(state.learning.subjectXP[result.subject]||0)+result.score*10;if(passed){state.learning.crowns+=(old.completed?0:1);if(result.score===result.total)state.learning.perfectLessons++;const coins=30+stars*18;addCoins(coins);addXP(25+stars*12);awardMedal(result.score===result.total?`${EDUCATION_SUBJECTS[result.subject].title} Perfeito`:`Aluno ${EDUCATION_SUBJECTS[result.subject].title}`);saveState(true);openModal('Fase concluída!',`<div class=""lesson-result""><div>${result.score===result.total?'🏆':'🎉'}</div><h3>${result.score}/${result"
128,04-education-daily-quiz.js,finishSoloEducationGame,748,1541,"function finishSoloEducationGame(result){const passed=result.score>=3,stars=passed?(result.score===result.total?3:result.score>=4?2:1):0,key=`${result.subject}-${result.level}`,old=subjectLevelRecord(result.subject,result.level);state.learning.lessons[key]={completed:old.completed||passed,stars:Math.max(old.stars||0,stars),best:Math.max(old.best||0,result.score),attempts:(old.attempts||0)+1};state.learning.lastLesson=key;state.learning.subjectXP[result.subject]=(state.learning.subjectXP[result.subject]||0)+result.score*10;if(passed){state.learning.crowns+=(old.completed?0:1);if(result.score===result.total)state.learning.perfectLessons++;const coins=30+stars*18;addCoins(coins);addXP(25+stars*12);awardMedal(result.score===result.total?`${EDUCATION_SUBJECTS[result.subject].title} Perfeito`:`Aluno ${EDUCATION_SUBJECTS[result.subject].title}`);saveState(true);openModal('Fase concluída!',`<div class=""lesson-result""><div>${result.score===result.total?'🏆':'🎉'}</div><h3>${result.score}/${result"
129,04-education-daily-quiz.js,finishSoloEducationGame,748,1581,"function finishSoloEducationGame(result){const passed=result.score>=3,stars=passed?(result.score===result.total?3:result.score>=4?2:1):0,key=`${result.subject}-${result.level}`,old=subjectLevelRecord(result.subject,result.level);state.learning.lessons[key]={completed:old.completed||passed,stars:Math.max(old.stars||0,stars),best:Math.max(old.best||0,result.score),attempts:(old.attempts||0)+1};state.learning.lastLesson=key;state.learning.subjectXP[result.subject]=(state.learning.subjectXP[result.subject]||0)+result.score*10;if(passed){state.learning.crowns+=(old.completed?0:1);if(result.score===result.total)state.learning.perfectLessons++;const coins=30+stars*18;addCoins(coins);addXP(25+stars*12);awardMedal(result.score===result.total?`${EDUCATION_SUBJECTS[result.subject].title} Perfeito`:`Aluno ${EDUCATION_SUBJECTS[result.subject].title}`);saveState(true);openModal('Fase concluída!',`<div class=""lesson-result""><div>${result.score===result.total?'🏆':'🎉'}</div><h3>${result.score}/${result"
130,04-education-daily-quiz.js,finishSoloEducationGame,748,1671,"function finishSoloEducationGame(result){const passed=result.score>=3,stars=passed?(result.score===result.total?3:result.score>=4?2:1):0,key=`${result.subject}-${result.level}`,old=subjectLevelRecord(result.subject,result.level);state.learning.lessons[key]={completed:old.completed||passed,stars:Math.max(old.stars||0,stars),best:Math.max(old.best||0,result.score),attempts:(old.attempts||0)+1};state.learning.lastLesson=key;state.learning.subjectXP[result.subject]=(state.learning.subjectXP[result.subject]||0)+result.score*10;if(passed){state.learning.crowns+=(old.completed?0:1);if(result.score===result.total)state.learning.perfectLessons++;const coins=30+stars*18;addCoins(coins);addXP(25+stars*12);awardMedal(result.score===result.total?`${EDUCATION_SUBJECTS[result.subject].title} Perfeito`:`Aluno ${EDUCATION_SUBJECTS[result.subject].title}`);saveState(true);openModal('Fase concluída!',`<div class=""lesson-result""><div>${result.score===result.total?'🏆':'🎉'}</div><h3>${result.score}/${result"
131,04-education-daily-quiz.js,startCinematicEmote,752,188,"if(!['dance','play','selfie','highfive','hug'].includes(type))return;clearTimeout(cinematicEmoteTimer);document.body.classList.add('cinematic-emote');cinematicEmoteTimer=setTimeout(()=>document.body.classList.remove('cinematic-emote'),Math.max(900,duration));"
132,04-education-daily-quiz.js,triggerEmote,759,20,"setTimeout(()=>{if(triggerEmote.cinemaToken===token)document.body.classList.remove('social-moment');},duration+180);"
133,04-education-daily-quiz.js,openCollection,769,61,"const medals = state.medals.length ? state.medals.map(m => `<div class=""inventory-item""><b>🏅</b><span>${m}</span></div>`).join('') : '<p>Nenhuma medalha ainda. Complete missões, quiz e desafios.</p>';"
134,05-avatar-life-customization.js,avatarChoiceGroup,798,183,"return `<section class=""avatar-section""><h3>${title}${locked?' <small>• definido pela missão</small>':''}</h3><div class=""avatar-grid"">${avatarCatalog[type].map(([id,name,icon]) => `<button class=""avatar-option ${selected===id?'selected':''}"" data-avatar-type=""${type}"" data-avatar-id=""${id}"" ${locked?'disabled aria-disabled=""true""':''}><b>${icon}</b><span>${name}</span></button>`).join('')}</div></section>`;"
135,05-avatar-life-customization.js,openAvatarStudio,801,798,"openModal(`Meu ${playerDisplayName()}`, `${state.career?.activeJob?`<div class=""roleplay-card active-job""><small>UNIFORME EM USO</small><b>${state.career.activeJob.icon||'💼'} ${state.career.activeJob.title}</b><span>O uniforme profissional será restaurado automaticamente ao concluir ou cancelar.</span></div>`:''}<div class=""avatar-summary""><div class=""avatar-face""><i></i><i></i></div><div><b>Personalize seu personagem</b><span>Roupas, uniformes e acessórios ficam salvos no seu progresso.</span></div></div>${avatarChoiceGroup('outfit','Roupa')}${avatarChoiceGroup('uniform','Uniforme profissional')}${avatarChoiceGroup('hat','Chapéu')}${avatarChoiceGroup('accessory','Acessório')}<div class=""modal-actions""><button class=""btn primary"" data-avatar-save>Salvar visual</button></div>`, root => {"
136,05-avatar-life-customization.js,openAvatarStudio,802,50,"$$('[data-avatar-type]', root).forEach(btn => btn.onclick = () => {"
137,05-avatar-life-customization.js,openAvatarStudio,802,70,"$$('[data-avatar-type]', root).forEach(btn => btn.onclick = () => {"
138,05-avatar-life-customization.js,openAvatarStudio,804,78,"$$(`[data-avatar-type=""${btn.dataset.avatarType}""]`, root).forEach(x => x.classList.toggle('selected', x === btn));"
139,05-avatar-life-customization.js,openAvatarStudio,807,50,"$('[data-avatar-save]', root).onclick = () => { setFlag('customizedAvatar'); saveState(true); closeModal(); toast(`Visual de ${playerDisplayName()} salvo!`, 'good'); };"
140,05-avatar-life-customization.js,openLifePanel,812,68,"const friendships = Object.entries(state.friendship).sort((a,b)=>b[1]-a[1]).map(([id,value])=>`<div class=""friend-row""><span>${({nino:'Nino',luna:'Luna',teo:'Teo',bia:'Bia',maya:'Maya',clara:'Clara',rafa:'Rafa',davi:'Davi',leo:'Leo'})[id]||id}</span><b>${value}/100</b></div>`).join('');"
141,05-avatar-life-customization.js,openLifePanel,812,97,"const friendships = Object.entries(state.friendship).sort((a,b)=>b[1]-a[1]).map(([id,value])=>`<div class=""friend-row""><span>${({nino:'Nino',luna:'Luna',teo:'Teo',bia:'Bia',maya:'Maya',clara:'Clara',rafa:'Rafa',davi:'Davi',leo:'Leo'})[id]||id}</span><b>${value}/100</b></div>`).join('');"
142,05-avatar-life-customization.js,openLifePanel,813,47,const companions=(world.npcs||[]).filter(n=>n.following||n.pendingRide||n.passengerMode);
143,05-avatar-life-customization.js,openLifePanel,814,784,"openModal('Minha vida', `<div class=""roleplay-card""><small>CARREIRA</small><h3>${c.title}</h3><p>Nível ${c.level} • ${c.xp} XP profissional • ${c.completed} trabalhos</p></div><div class=""choice-grid""><button class=""choice"" data-life-avatar><b>👕 Meu personagem</b><span>Roupas e acessórios</span></button><button class=""choice"" data-life-jobs><b>💼 Trabalhos</b><span>Ganhe moedas e reputação</span></button><button class=""choice"" data-life-adventures><b>🏰 Desafios da cidade</b><span>Castelo, metrô, ônibus e skills</span></button><button class=""choice"" data-life-transit><b>Ⓜ️ Rede de transporte</b><span>Estações, linhas e progresso</span></button>${companions.length?`<button class=""choice warning"" data-life-cancel-companions><b>✋ Encerrar passeio</b><span>${companions.map(n=>n.name).join(', ')}</span></button>`:''}</div><h3>Amizades</h3><div class=""friend-list"">${friendships}</div>`, root => {"
144,05-avatar-life-customization.js,openLifePanel,814,902,"openModal('Minha vida', `<div class=""roleplay-card""><small>CARREIRA</small><h3>${c.title}</h3><p>Nível ${c.level} • ${c.xp} XP profissional • ${c.completed} trabalhos</p></div><div class=""choice-grid""><button class=""choice"" data-life-avatar><b>👕 Meu personagem</b><span>Roupas e acessórios</span></button><button class=""choice"" data-life-jobs><b>💼 Trabalhos</b><span>Ganhe moedas e reputação</span></button><button class=""choice"" data-life-adventures><b>🏰 Desafios da cidade</b><span>Castelo, metrô, ônibus e skills</span></button><button class=""choice"" data-life-transit><b>Ⓜ️ Rede de transporte</b><span>Estações, linhas e progresso</span></button>${companions.length?`<button class=""choice warning"" data-life-cancel-companions><b>✋ Encerrar passeio</b><span>${companions.map(n=>n.name).join(', ')}</span></button>`:''}</div><h3>Amizades</h3><div class=""friend-list"">${friendships}</div>`, root => {"
145,05-avatar-life-customization.js,openLifePanel,819,87,"const cancel=$('[data-life-cancel-companions]',root);if(cancel)cancel.onclick=()=>{for(const npc of world.npcs||[]){npc.following=false;npc.pendingRide=false;npc.passengerMode=null;if(npc.group)npc.group.visible=true;}closeModal();toast('Passeio encerrado com segurança.','good');};"
